	author	comment
213	Alna Ale	Мне здаецца, што для ўсяго света гэта песня назаўсёды застанецца неперасягненым гімнам страчанага кахання, роспачы страты. АВВА маглі размаўляць з намі з самай глыбіні душы, так шчыра і пранікнёна, што іх пасыл уваходзіў у нашы сэрцы, каб застацца там навечна. Дзякуй за Музыку, АВВА
214	Tony Hiĺl	The Utter Professionalism of Agnetha singing this song about her own Situation at the time is Sensational 👏👏💯💕
215	MUHARREM SEKMEN	ZAMANSIZLIK ZAMAN DÜŞÜNDÜRÜR. SES İLİŞKİSİNDEN DOLAYI. BU DİLDE ÇELİŞKİDİR.
216	ORCHIDEA !	Stupenda stupenda che dire di più tutto è superfulo con un capolavoro del genere stupenda all'infinito 💕💕💕
217	Edu J	The Winner Takes It All. 🙂⚘️
218	Noel McMahon	Who is listening to this fantastic masterpiece in 2022
219	Thuan VP	Loved Abba... from 198x with my cassette Jvc PC 330!
220	M	When i was 13 I met a boy who I fell head over heals for. He did not want me. This still hurts after all these years... never fallen in love again.......'you must know I miss you'
221	MUHARREM SEKMEN	İNSANLAR ZAMAN HAKKINDA ATAR TUTARLAR. İŞTE AŞKIN SIRRI BUDUR. AŞK ZAMANA DIR. HEP ARANIR ZAMAN.
222	MUHARREM SEKMEN	BİR ŞEYE AŞIK BAŞKA BİR ŞEYE ALDIRMAYABİLİR. BEN HERŞEYE İŞTAH DUYUYORUM.
223	Михаил Шестаков	Неимоверное смешение чувств при прослушивании !!! 👏👏👏👏👏👏👏👏👏
224	MUHARREM SEKMEN	SÜREÇ BİR KEZ AYNIYSA HER ZAMAN HARKLI OLMUŞ DEDEĞİLDİR.
225	Meadow full of daisies	🎶🎤✨✨✨
226	MUHARREM SEKMEN	DÜŞÜNCE ZAMANIN KENDİSİDİR. DÜŞÜNCE BÖLÜNMEZ. DÜŞÜNCE ÖZNEDİR. UZAY DÜŞÜNCEDEN İBARET.
227	MUHARREM SEKMEN	BÜTÜN HERŞEY ÖZNENİN İÇİNDEDİR.
228	MUHARREM SEKMEN	İNSAN YAŞAMDA YANILTMAZ KADERDE OLSABİLE.
229	MUHARREM SEKMEN	ZAMAN SÜREÇTİR. SÜREÇ BİRDİR. VE BİR TEK DÜŞÜNÜLÜR.
230	Abel Cecilia	Quero ver alguém lembrar de Ludmila daqui a 10 ou 20 anos.... Kkkkkkkk
231	Emanuela De Paolo	❤😍🥰
232	Mihail13Ru	Фантастика! Драма в ритме марша в исполнении принцессы!! Это так по- нашему
233	Aleksandar	Predivno... 💔
234	MUHARREM SEKMEN	AYRI ŞEYLER AYRI SESLE TARİFEDİLİR.
235	Руслан Шувалов	это просто гениально
236	Paolo Iacona	Che tempi meravigliosi che nostalgia, ora le tenebre grazie Abba
237	Curious Cat	Ohhh the nostalgia....the emotion in her voice is absolutely fabulous, it takes you with her on the journey.
238	호랑이의하루	노래 잘한다
239	Maria Corsino	She Sung's beautifully,but it was Bjorn feelings at that time,he wrote the song !
240	MUHARREM SEKMEN	ZAMANSIZLIK MEKANDIR VE BU ÇOKLU DÜŞÜNÜLÜR. TEK DÜŞÜNÜLMEZ.
241	Gisele Strauch	"sums up this group""s experiences in life"
242	John Bucholtz	I tear up when I hear this, and I've been happily married since the song came out. It's that powerful.
243	MUHARREM SEKMEN	İNSAN KENDİNEDE YETEBİLİR BİR AN.
244	MUHARREM SEKMEN	BİR DEĞİŞMEZLİK ALGISI OLMALIDIR.
245	Anna Nowowiejska	Ten utwòr zawsze przypomina mi mojà największà miłość… miłość mojego życia….
246	Jonathan Baxley	iive studyied this closely.youve just seen the best preformance ever given by a female preformer.
247	Lychnis	A song from 44 years ago... it's unbelievably perfect
248	Robby Robbe	One word: EPIC❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
249	garden roses	2023 🥰💝 Abba for ever.
250	MUHARREM SEKMEN	GERÇEK KELİMESİDE SADECE BİR BELLİ BAĞLAMDA BİR SES KELİME DEĞİŞSEDE GERÇEK DEĞİŞMEZ.
251	J Leo BOYS G C Y jcleo Official	Hindi pa ako pinanganak sa song na ito pero i love the song i feel it so much . I feel the pain . Iconic song and forever be love 😭💔❤
252	Наталья	Моя самая любимая песня из АББА😘!!! Агнета с непревзойдённым вокалом, БРАВО!!!
253	Krzysztof Wawrocki	piękna i mądra
254	MUHARREM SEKMEN	HER AŞK PLANSIZ YÜRÜR DEĞİLMİ.
255	MUHARREM SEKMEN	AKLIYLA YAŞAYAN İNSAN DEĞİŞEN MANTIĞIYLA HAREKET EDER.
256	MUHARREM SEKMEN	AŞK BİR YANILMADIR. YANILSAYAN ZARURİ YANILTIR.
257	nick haswell	That heartbreaking feeling you feel for her when you hear the line you've come to shake my hand Incredible lyrics that effect you like that just shows you what powerful wonderful lyrics this amazing song has magical
258	MUHARREM SEKMEN	VARLIĞIN KARŞITI BULUNMAZ. VARLIK TEKTİR. MANTIĞIN BÖLÜNMEZLİĞİDİR.
259	Roey Earl	This song should be mandatory in every casino
260	MUHARREM SEKMEN	AŞK TANIMLANAMAZ. AŞK SADECE AŞKTIR. ONA İNANÇ OLUNUR. İNSAN NEDEN AŞIK BİLEEMEZ. AŞIK DİLİ LAL KULAĞI SAĞIR GÖZÜ KÖRDÜR. AŞIK ALDIRMAZ.
261	MUHARREM SEKMEN	DÜŞLER BELİRSİZDİR DÜŞLERİME GİRDİN.
262	Baron Brookheim	Oh my lord.her beautiful voice shivers me to my core.raises my body hairs and jerks tears out of eyes at the same time.welcome back abba.i am glad your back.simply put.magnificient
263	pat6930	que de souvenirs merci
264	MUHARREM SEKMEN	AYRI ANLAMLAR AYRI SESLE TARİF EDİLİR.
265	Jose marcos barcelos	Essa loira é linda sou apaixonado por ela!!
266	алексей к	Это шедевр!!!!
267	Марина Ветрова	Эта песня и этот голос никогда не состарятся. Они в нашем сердце и памяти.
268	dale winter	Greatness
269	MUHARREM SEKMEN	ACISIZLARIN KADERİNE ACI YAZDIM. ACIDAN KUTLUŞ YOK.
270	MUHARREM SEKMEN	VARLIĞIN KARŞITI VAR DEĞİLDİR. VARLIK TEKTİR.
271	MUHARREM SEKMEN	DEĞİŞİM KONTROLEDİLEMEZ İNSAN DEĞİŞİMİNE GÜVENİR.
272	Andrey 1	Супер!2022!!!
273	MUHARREM SEKMEN	ZAMANSIZLIK AN'DIR AN MEKANDIR MEKAN AN 'DIR AN ÇOKLU SÜREÇTİR. BU TEK DÜŞÜNÜLMEZ.
274	MUHARREM SEKMEN	ÖZNE NESNENİN DIŞINDADIR. NESNE GİBİ DÜŞÜNÜLEMEZ. GÖRÜNMEZ BOYUTTADIR.
275	MUHARREM SEKMEN	GERÇEKÇİLER GERÇEĞE ANTİÇMİŞTİR. SAHTEKARI ORTAYA ÇIKARACAKLARDIR. RÜYADANDA. BİLE.
276	Katia Sassi	Linda Música para Sempre ! Através do Tempo continua sendo querido e considerado o Grupo ABBA . Me Lembro de quando traduzimos esta música aula Inglês . Saudades para Sempre !!!!!!!
277	Giuseppe Rezzi	❤️❤️❤️
278	MUHARREM SEKMEN	AŞK İLERİ SÜRÜLMEZ BU HATA.
279	MUHARREM SEKMEN	GERÇEK HAYAT SAÇMALIKLARLA YÜRÜMEZ.
280	Patrick Freber	I Love IT Im Born in 1986
281	Jose de Jesus Cruz Rodriguez	que hermosa mujer quisiera poder volver el tiempo atrás y vivir mirándola siempre
282	MUHARREM SEKMEN	İNSAN HEP SESSİZ DÜŞÜNÜR. DÜŞÜNCE SESE BAĞLI DEĞİL.
283	MUHARREM SEKMEN	KAPALI YÜZEY VE AÇIK YÜZEY HİÇBİR DURUMDA TEMAS EDEMEZ.
